book_name,grouping,order_index,chapter,verse,text,pericope
Tobit,deutero,17,1,1,Kitab kisah Tobit bin To biel bin Ana niel bin Aduel bin Ga bael bin Rafael bin Raguel dari ke turun an Asiel dari suku Naftali.,
Tobit,deutero,17,1,2,"Di zaman Sal maneser, raja orang-orang Asyur, Tobit di angkut ter ta wan dari Tis be yang terletak di sebelah selatan Ku dios-Naftali di Gali lea atas di atas Hazor, yakni di sebelah barat, dan di sebelah utara Fogor. Tobit dalam pembuangan",
Tobit,deutero,17,1,3,"Aku, Tobit menempuh jalan kebenaran dan ke saleh anse umur hidup ku dan banyak melakukan kebajikan kepada para saudara dan segenap bangsaku yang bersama dengan daku telah berang kat ke pembuangan, ke negeri Asyur ke kota Niniwe.",
Tobit,deutero,17,1,4,"Waktu aku masih tinggal di tanah airku, yaitu di tanah Israel, dan ketika aku masih muda, maka se luruh suku Naftali moyangku memberontak terhadap keluarga Daud bapaku dan terhadap Yerusalem, kota yang telah dipilih dari antara semua suku Israel, supaya di sana semua suku mempersembahkan korban. Memang di sanalah Bait Tuhan, yaitu kediaman Allah, telah dibangun dan ditahbiskan untuk segala keturunan sepanjang sekalian abad.",
Tobit,deutero,17,1,5,"Tetapi semua saudara ku dan juga rumah ba paku Naftali mempersembahkan korban kepada anak lembu yang telah dibuat Yerobeam, raja Israel, di kota Dan yang ter letak di pegunungan Gali lea.",
Tobit,deutero,17,1,6,"Pada hari-hari raya sering kali hanya aku seorang diri saja lah yang pergi ke Yerusalem, sebagaimana yang ter surat bagi segenap Israel sebagai hukum abadi. Pergi lah aku ke Yerusalem dengan membawa buah bungaran dan anak sulung dari ternak serta bagian se perse puluh dari hewan dan lagi guntingan pertama bulu domba.",
Tobit,deutero,17,1,7,"Semuanya kuberi kan kepada para imam, ke turun an Harun, untuk mezbah. Bagian seperse puluh dari gandum, anggur, minyak, buah zaitun, buah deli ma dan hasil bumi lainnya kuberi kan kepada kaum Lewi yang menyelenggarakan kebaktian di Yerusalem. Selama enam tahun aku pun memungut bagian seperse puluh yang kedua dan setiap tahun aku pergi membia yakannya di Yerusalem.",
Tobit,deutero,17,1,8,"Adapun bagian seperse puluh yang ke tiga ku berikan kepada para yatim piatu, para janda dan kaum perantau yang tinggal di tengah-tengah orang Israel. Tiga tahun sekali bagian seperse puluh itu kubawa untuk diberi kan kepada mereka. Itu pun kami makan pula menurut aturan yang ditetapkan perihal mereka dalam hukum Taurat Musa dan sesuai dengan perintah yang telah diberi kan Debora, yaitu ibu Ana niel ayahku. Sebab waktu ber pulang ayahku meninggalkan aku sebagai yatim piatu.",
Tobit,deutero,17,1,9,"Setelah menjadi dewasa aku meng ambil isteri dari keluarga kami sendiri, Hana namanya. Dari padanya kuperanakkan seorang anak laki-laki yang kunamai Tobia.",
Tobit,deutero,17,1,10,"Ke tika diangkut tertawan dan di asingkan ke negeri Asyur aku pergi ke kota Niniwe. Semua saudaraku dan kaum sekeluarga makan makan an bangsa asing,",
